,Post Code,City,Region,Area,Population,Density
892,2874,,Canton of Jura,,,
893,2875,,Canton of Jura,,,
894,2877,Le Bémont,Canton of Jura,,,
895,2882,,Canton of Jura,14.3,690,48.251748251748246
896,2883,Montmelon,Canton of Jura,15.0,87,5.8
897,2884,Montenol,Canton of Jura,2.998,98,32.68845897264843
898,2885,Epauvillers,Canton of Jura,8.8,155,17.613636363636363
899,2886,Epiquerez,Canton of Jura,8.9,92,10.337078651685394
900,2887,Soubey,Canton of Jura,13.4,118,8.805970149253731
901,2888,Seleute,Canton of Jura,4.743,50,10.541851149061774
902,2889,,Canton of Jura,12.0,118,9.833333333333334
903,2900,Porrentruy,Canton of Jura,14.8,6441,435.2027027027027
904,2902,Fontenais,Canton of Jura,3.983,1053,264.3735877479287
905,2903,Fontenais,Canton of Jura,6.5,215,33.07692307692308
906,2904,Bressaucourt,Canton of Jura,9.5,406,42.73684210526316
907,2905,Courtedoux,Canton of Jura,8.2,786,95.85365853658537
908,2906,Chevenez,Canton of Jura,21.8,637,29.220183486238533
909,2907,Ocourt,Canton of Jura,4.466,141,31.571876399462607
910,2908,Grandfontaine Switzerland,Canton of Jura,9.0,391,43.44444444444444
911,2912,,Canton of Jura,8.7,182,20.919540229885058
912,2914,Damvant,Canton of Jura,6.0,92,15.333333333333334
913,2915,Bure Switzerland,Canton of Jura,13.7,637,46.496350364963504
914,2916,Fahy,Canton of Jura,7.8,333,42.69230769230769
915,2922,,Canton of Jura,6.2,293,47.25806451612903
916,2923,Courtemaîche,Canton of Jura,8.9,609,68.42696629213484
917,2924,Montignez,Canton of Jura,5.9,196,33.220338983050844
918,2925,Buix,Canton of Jura,8.1,406,50.123456790123456
919,2926,Boncourt Switzerland,Canton of Jura,9.0,1205,133.88888888888889
920,2932,Coeuve,Canton of Jura,11.6,718,61.896551724137936
921,2933,,Canton of Jura,10.7,370,34.57943925233645
922,2935,Beurnevésin,Canton of Jura,5.1,117,22.941176470588236
923,2942,Alle Switzerland,Canton of Jura,10.6,1882,177.54716981132077
924,2943,Vendlincourt,Canton of Jura,9.1,546,60.0
925,2944,Bonfol,Canton of Jura,13.5,625,46.2962962962963
926,2946,Miécourt,Canton of Jura,6.0,424,70.66666666666667
927,2947,Charmoille Switzerland,Canton of Jura,9.5,254,26.736842105263158
928,2950,Courgenay,Canton of Jura,18.4,2435,132.33695652173915
929,2952,Cornol,Canton of Jura,10.5,1018,96.95238095238095
930,2953,,Canton of Jura,5.4,242,44.81481481481481
931,2954,Asuel,Canton of Jura,5.2,187,35.96153846153846
932,1657,,Canton of Bern,7.2,33,4.583333333333333
933,1738,Schwefelbergbad,Canton of Bern,69.1,188,2.7206946454413896
934,1797,,Canton of Bern,2.475,559,225.85858585858585
935,2333,,Canton of Bern,19.4,637,32.83505154639175
936,2500,,Canton of Bern,,442,
937,2501,,Canton of Bern,,,
938,2502,,Canton of Bern,6.4,17803,2781.71875
939,2503,,Canton of Bern,2.954,18295,6193.297224102911
940,2504,,Canton of Bern,9.7,17751,1830.0000000000002
941,2505,,Canton of Bern,2.841,804,282.9989440337909
942,2510,Biel/Bienne,Canton of Bern,,,
943,2512,Tüscherz-Alfermée,Canton of Bern,5.2,328,63.07692307692307
944,2513,Twann,Canton of Bern,11.8,874,74.06779661016948
945,2514,Ligerz,Canton of Bern,4.258,567,133.16110850164395
946,2515,,Canton of Bern,6.2,989,159.51612903225805
947,2516,,Canton of Bern,10.6,730,68.86792452830188
948,2517,,Canton of Bern,9.4,427,45.42553191489362
949,2518,,Canton of Bern,22.9,784,34.235807860262014
950,2520,,Canton of Bern,10.1,3700,366.33663366336634
951,2532,Magglingen,Canton of Bern,2.636,621,235.58421851289833
952,2533,,Canton of Bern,1.366,2083,1524.8901903367496
953,2534,Orvin,Canton of Bern,24.7,1245,50.40485829959514
954,2535,Frinvillier,Canton of Bern,0.237,203,856.5400843881857
955,2536,,Canton of Bern,7.7,429,55.714285714285715
956,2537,,Canton of Bern,5.6,209,37.32142857142858
957,2538,Romont Bern,Canton of Bern,5.7,210,36.84210526315789
958,2542,,Canton of Bern,8.4,5059,602.2619047619047
959,2543,Lengnau Bern,Canton of Bern,7.4,5595,756.081081081081
960,2552,,Canton of Bern,4.109,3250,790.9467023606717
961,2553,,Canton of Bern,5.6,2001,357.3214285714286
962,2554,,Canton of Bern,4.394,1419,322.9403732362312
963,2555,Brügg Bern,Canton of Bern,5.0,4441,888.2
964,2556,Scheuren,Canton of Bern,6.2,1229,198.2258064516129
965,2557,,Canton of Bern,2.74,3472,1267.1532846715327
966,2558,,Canton of Bern,2.114,2359,1115.8940397350993
967,2560,,Canton of Bern,1.956,7452,3809.8159509202455
968,2562,,Canton of Bern,2.291,3665,1599.738105630729
969,2563,,Canton of Bern,2.474,3901,1576.7987065481002
970,2564,,Canton of Bern,3.751,1651,440.14929352172754
971,2565,,Canton of Bern,4.576,668,145.979020979021
972,2572,,Canton of Bern,8.8,2310,262.5
973,2575,Hagneck,Canton of Bern,12.1,3495,288.8429752066116
974,2576,Lüscherz,Canton of Bern,10.3,559,54.27184466019417
975,2577,Siselen,Canton of Bern,9.0,1202,133.55555555555554
976,2603,,Canton of Bern,17.0,1465,86.17647058823529
977,2604,,Canton of Bern,8.1,493,60.8641975308642
978,2605,,Canton of Bern,15.0,1885,125.66666666666667
979,2606,,Canton of Bern,13.0,1725,132.69230769230768
980,2607,,Canton of Bern,6.0,637,106.16666666666667
981,2608,Courtelary,Canton of Bern,25.2,1442,57.22222222222222
982,2610,Saint-Imier,Canton of Bern,39.8,5216,131.05527638190955
983,2612,,Canton of Bern,9.8,473,48.265306122448976
984,2613,,Canton of Bern,9.7,891,91.85567010309279
985,2615,,Canton of Bern,11.8,1011,85.6779661016949
986,2616,Renan Switzerland,Canton of Bern,12.7,988,77.79527559055119
987,2710,,Canton of Bern,13.1,3403,259.7709923664122
988,2712,Le Fuet,Canton of Bern,8.0,348,43.5
989,2713,Bellelay,Canton of Bern,3.925,154,39.23566878980892
990,2715,,Canton of Bern,6.0,62,10.333333333333334
991,2716,,Canton of Bern,5.6,165,29.464285714285715
992,2717,,Canton of Bern,4.762,76,15.959680806383874
993,2720,,Canton of Bern,21.6,4262,197.3148148148148
994,2722,Tramelan,Canton of Bern,9.9,451,45.55555555555556
995,2723,,Canton of Bern,4.328,115,26.57116451016636
996,2732,Loveresse,Canton of Bern,19.4,3082,158.8659793814433
997,2733,,Canton of Bern,2.723,203,74.55012853470437
998,2735,Malleray,Canton of Bern,23.1,3881,168.008658008658
999,2736,,Canton of Bern,6.9,284,41.15942028985507
1000,2738,,Canton of Bern,24.6,1389,56.46341463414634
1001,2740,,Canton of Bern,19.6,7198,367.2448979591837
1002,2742,,Canton of Bern,8.6,463,53.83720930232558
1003,2743,,Canton of Bern,6.6,384,58.18181818181819
1004,2744,,Canton of Bern,3.876,276,71.20743034055728
1005,2745,,Canton of Bern,8.3,399,48.0722891566265
1006,2746,Crémines,Canton of Bern,9.4,496,52.76595744680851
1007,2747,,Canton of Bern,15.3,287,18.758169934640524
1008,2748,Souboz,Canton of Bern,12.6,138,10.952380952380953
1009,2762,Roches Switzerland,Canton of Bern,9.0,190,21.11111111111111
1010,3000,Bern,Canton of Bern,,653,
1011,3001,Bern,Canton of Bern,,,
1012,3002,Bern,Canton of Bern,,,
1013,3003,Bern,Canton of Bern,,,
1014,3004,Bern,Canton of Bern,2.559,3587,1401.7194216490816
1015,3005,Bern,Canton of Bern,1.675,4549,2715.820895522388
1016,3006,Bern,Canton of Bern,5.3,19103,3604.33962264151
1017,3007,Bern,Canton of Bern,1.935,15853,8192.764857881137
1018,3008,Bern,Canton of Bern,3.29,10863,3301.823708206687
1019,3010,Bern,Canton of Bern,0.163,2,12.269938650306749
1020,3011,Bern,Canton of Bern,0.963,4720,4901.3499480789205
1021,3012,,Canton of Bern,5.3,14088,2658.11320754717
1022,3013,Bern,Canton of Bern,1.359,11072,8147.167034584253
1023,3014,Bern,Canton of Bern,3.002,13916,4635.576282478348
1024,3015,Bern,Canton of Bern,0.79,3044,3853.164556962025
1025,3017,Bern,Canton of Bern,,,
1026,3018,Bern,Canton of Bern,5.7,18090,3173.684210526316
1027,3019,,Canton of Bern,4.816,887,184.1777408637874
1028,3020,,Canton of Bern,6.6,516,78.18181818181819
1029,3024,Bern,Canton of Bern,,,
1030,3027,,Canton of Bern,6.3,12732,2020.952380952381
1031,3029,Bern,Canton of Bern,,,
1032,3030,Bern,Canton of Bern,,,
1033,3032,,Canton of Bern,4.734,4750,1003.3798056611745
1034,3033,Bern,Canton of Bern,5.5,1732,314.90909090909093
1035,3034,,Canton of Bern,8.2,256,31.219512195121954
1036,3035,,Canton of Bern,3.132,249,79.50191570881226
1037,3036,,Canton of Bern,11.2,931,83.125
1038,3037,,Canton of Bern,1.634,1829,1119.3390452876379
1039,3038,,Canton of Bern,10.7,1458,136.26168224299067
1040,3039,Bern,Canton of Bern,,,
1041,3040,Bern,Canton of Bern,,,
1042,3041,Bern,Canton of Bern,,,
1043,3042,,Canton of Bern,1.213,721,594.39406430338
1044,3043,,Canton of Bern,9.4,1561,166.06382978723403
1045,3044,,Canton of Bern,2.601,621,238.75432525951558
1046,3045,,Canton of Bern,6.6,1347,204.0909090909091
1047,3046,,Canton of Bern,2.373,535,225.4530130636325
1048,3047,Bern,Canton of Bern,1.896,4303,2269.5147679324896
1049,3048,Bern,Canton of Bern,0.963,1952,2026.998961578401
1050,3049,,Canton of Bern,4.549,562,123.5436359639481
1051,3050,Bern,Canton of Bern,,,
1052,3052,,Canton of Bern,6.4,12273,1917.65625
1053,3053,Münchenbuchsee,Canton of Bern,14.9,10004,671.4093959731543
1054,3054,,Canton of Bern,19.9,3735,187.6884422110553
1055,3063,Ittigen,Canton of Bern,3.36,9864,2935.714285714286
1056,3065,,Canton of Bern,13.2,6185,468.56060606060606
1057,3066,Stettlen,Canton of Bern,7.0,3582,511.7142857142857
1058,3067,,Canton of Bern,7.5,3776,503.46666666666664
1059,3068,,Canton of Bern,15.0,1846,123.06666666666666
1060,3070,Ostermundigen,Canton of Bern,,,
1061,3071,,Canton of Bern,,,
1062,3072,Ostermundigen,Canton of Bern,6.2,17862,2880.967741935484
1063,3073,Muri bei Bern,Canton of Bern,4.341,7025,1618.2907164247868
1064,3074,Bern,Canton of Bern,3.331,6298,1890.7235064545182
1065,3075,Rüfenacht,Canton of Bern,3.967,3892,981.094025712125
1066,3076,Worb,Canton of Bern,13.1,6685,510.3053435114504
1067,3077,,Canton of Bern,2.86,363,126.92307692307693
1068,3078,,Canton of Bern,1.96,406,207.14285714285714
1069,3082,,Canton of Bern,4.713,776,164.6509654148101
1070,3083,,Canton of Bern,3.624,530,146.24724061810153
1071,3084,,Canton of Bern,4.527,8006,1768.5001104484206
1072,3085,Bern,Canton of Bern,,,
1073,3086,Zimmerwald,Canton of Bern,12.3,1174,95.4471544715447
1074,3087,,Canton of Bern,8.6,563,65.46511627906978
1075,3088,,Canton of Bern,16.5,1008,61.09090909090909
1076,3089,,Canton of Bern,7.8,299,38.333333333333336
1077,3095,,Canton of Bern,1.131,3162,2795.755968169761
1078,3096,Oberbalm,Canton of Bern,12.4,855,68.95161290322581
1079,3097,Bern,Canton of Bern,1.356,8620,6356.93215339233
1080,3098,,Canton of Bern,9.7,11640,1200.0
1081,3099,Riggisberg,Canton of Bern,24.6,328,13.333333333333332
1082,3110,Münsingen,Canton of Bern,8.5,12111,1424.8235294117646
1083,3111,,Canton of Bern,3.649,404,110.71526445601535
1084,3112,,Canton of Bern,3.814,589,154.43104352385947
1085,3113,Rubigen,Canton of Bern,6.9,2931,424.78260869565213
1086,3114,,Canton of Bern,11.4,4360,382.4561403508772
1087,3115,,Canton of Bern,7.8,1276,163.5897435897436
1088,3116,,Canton of Bern,11.1,1488,134.05405405405406
1089,3122,Kehrsatz,Canton of Bern,4.423,4492,1015.6002713090662
1090,3123,Belp,Canton of Bern,17.0,11086,652.1176470588235
1091,3124,Belp,Canton of Bern,5.5,320,58.18181818181818
1092,3125,,Canton of Bern,5.2,2723,523.6538461538462
1093,3126,,Canton of Bern,5.6,1436,256.42857142857144
1094,3127,Lohnstorf,Canton of Bern,4.726,1688,357.17308506136266
1095,3128,Kirchenthurnen,Canton of Bern,4.451,675,151.6513143113907
1096,3132,,Canton of Bern,10.6,2415,227.83018867924528
1097,3144,,Canton of Bern,9.4,1094,116.38297872340425
1098,3145,,Canton of Bern,6.7,2579,384.92537313432837
1099,3147,,Canton of Bern,4.477,960,214.42930533839623
1100,3148,,Canton of Bern,9.8,977,99.6938775510204
1101,3150,,Canton of Bern,15.0,4404,293.6
1102,3152,,Canton of Bern,10.8,698,64.62962962962962
1103,3153,,Canton of Bern,11.4,452,39.64912280701754
1104,3154,,Canton of Bern,21.9,1299,59.31506849315069
1105,3155,,Canton of Bern,4.388,409,93.20875113947129
1106,3156,,Canton of Bern,14.1,348,24.680851063829788
1107,3157,,Canton of Bern,5.0,352,70.4
1108,3158,,Canton of Bern,13.5,662,49.03703703703704
1109,3159,,Canton of Bern,4.195,227,54.11203814064362
1110,3172,Bern,Canton of Bern,4.58,3889,849.1266375545852
1111,3173,,Canton of Bern,5.9,1449,245.59322033898303
1112,3174,,Canton of Bern,4.457,2333,523.4462643033431
1113,3176,,Canton of Bern,18.9,4529,239.62962962962965
1114,3177,Laupen,Canton of Bern,4.414,3321,752.3787947439964
1115,3179,,Canton of Bern,4.737,426,89.93033565547815
1116,3183,Albligen,Canton of Bern,4.263,396,92.89232934553132
1117,3202,,Canton of Bern,9.4,1365,145.2127659574468
1118,3203,,Canton of Bern,10.2,1275,125.00000000000001
1119,3204,,Canton of Bern,12.3,1022,83.08943089430893
1120,3205,,Canton of Bern,6.0,1179,196.5
1121,3206,,Canton of Bern,9.2,1147,124.67391304347827
1122,3207,Wileroltigen,Canton of Bern,7.0,676,96.57142857142857
1123,3208,,Canton of Bern,1.844,245,132.86334056399133
1124,3213,,Canton of Bern,6.9,1464,212.17391304347825
1125,3225,,Canton of Bern,4.891,1609,328.9715804538949
1126,3226,,Canton of Bern,4.771,443,92.8526514357577
1127,3232,Ins Switzerland,Canton of Bern,20.0,3611,180.55
1128,3233,,Canton of Bern,3.994,489,122.43365047571356
1129,3234,,Canton of Bern,7.0,883,126.14285714285714
1130,3235,,Canton of Bern,11.6,1377,118.70689655172414
1131,3236,,Canton of Bern,16.9,1018,60.23668639053255
1132,3237,,Canton of Bern,6.6,621,94.0909090909091
1133,3238,,Canton of Bern,7.2,828,115.0
1134,3250,Lyss,Canton of Bern,11.8,14164,1200.3389830508474
1135,3251,Wengi,Canton of Bern,9.2,851,92.50000000000001
1136,3252,,Canton of Bern,2.772,2529,912.3376623376624
1137,3255,Rapperswil Bern,Canton of Bern,11.2,1212,108.21428571428572
1138,3256,Rapperswil Bern,Canton of Bern,8.5,689,81.05882352941177
1139,3257,,Canton of Bern,12.1,2435,201.2396694214876
1140,3262,,Canton of Bern,2.889,630,218.06853582554518
1141,3263,,Canton of Bern,3.6,920,255.55555555555554
1142,3264,Diessbach bei Büren,Canton of Bern,6.3,1016,161.26984126984127
1143,3266,,Canton of Bern,4.662,587,125.91162591162592
1144,3267,Seedorf Bern,Canton of Bern,7.2,1895,263.19444444444446
1145,3268,Lobsigen,Canton of Bern,8.0,491,61.375
1146,3270,Aarberg,Canton of Bern,7.9,4609,583.4177215189873
1147,3271,Radelfingen,Canton of Bern,4.038,375,92.86775631500743
1148,3272,,Canton of Bern,10.4,1350,129.8076923076923
1149,3273,,Canton of Bern,10.9,1393,127.79816513761467
1150,3274,,Canton of Bern,8.7,1197,137.58620689655174
1151,3282,,Canton of Bern,7.8,1092,140.0
1152,3283,,Canton of Bern,15.2,1981,130.32894736842107
1153,3292,,Canton of Bern,3.073,2022,657.9889358932639
1154,3293,,Canton of Bern,3.404,1585,465.6286721504113
1155,3294,,Canton of Bern,14.1,3756,266.3829787234043
1156,3295,Rüti bei Büren,Canton of Bern,6.5,855,131.53846153846155
1157,3296,,Canton of Bern,6.4,1718,268.4375
1158,3297,,Canton of Bern,10.3,1341,130.19417475728153
1159,3298,Büren an der Aare,Canton of Bern,6.7,926,138.2089552238806
1160,3302,,Canton of Bern,5.7,4071,714.2105263157895
1161,3303,Ballmoos,Canton of Bern,14.8,6262,423.10810810810807
1162,3305,,Canton of Bern,7.2,502,69.72222222222221
1163,3306,,Canton of Bern,2.775,347,125.04504504504504
1164,3308,,Canton of Bern,6.0,977,162.83333333333334
1165,3309,,Canton of Bern,7.0,824,117.71428571428571
1166,3312,,Canton of Bern,6.0,2197,366.1666666666667
1167,3313,,Canton of Bern,3.425,471,137.5182481751825
1168,3314,,Canton of Bern,1.732,559,322.74826789838335
1169,3315,Bätterkinden,Canton of Bern,9.9,3314,334.7474747474747
1170,3317,,Canton of Bern,8.3,607,73.13253012048192
1171,3321,Urtenen-Schönbühl,Canton of Bern,,,
1172,3322,,Canton of Bern,11.6,7025,605.6034482758621
1173,3323,Bäriswil Bern,Canton of Bern,2.735,1096,400.7312614259598
1174,3324,,Canton of Bern,9.6,2741,285.52083333333337
1175,3325,,Canton of Bern,4.921,924,187.76671408250354
1176,3326,Krauchthal,Canton of Bern,14.9,1501,100.73825503355704
1177,3360,,Canton of Bern,7.0,6266,895.1428571428571
1178,3362,,Canton of Bern,2.796,1767,631.9742489270386
1179,3363,Oberönz,Canton of Bern,2.818,1025,363.7331440738112
1180,3365,,Canton of Bern,9.0,1115,123.88888888888889
1181,3366,Bollodingen,Canton of Bern,3.933,679,172.6417493007882
1182,3367,,Canton of Bern,10.2,1447,141.86274509803923
1183,3368,,Canton of Bern,5.7,754,132.28070175438597
1184,3372,Wanzwil,Canton of Bern,0.65,214,329.2307692307692
1185,3373,,Canton of Bern,5.2,964,185.3846153846154
1186,3374,,Canton of Bern,2.914,408,140.0137268359643
1187,3375,,Canton of Bern,3.383,696,205.7345551285841
1188,3376,Berken,Canton of Bern,4.539,381,83.93919365499009
1189,3377,,Canton of Bern,3.076,615,199.93498049414825
1190,3380,,Canton of Bern,6.9,2674,387.53623188405794
1191,3400,Burgdorf Switzerland,Canton of Bern,15.8,16094,1018.6075949367088
1192,3401,Burgdorf Switzerland,Canton of Bern,,,
1193,3402,Burgdorf Switzerland,Canton of Bern,,,
1194,3412,,Canton of Bern,11.3,969,85.75221238938053
1195,3413,,Canton of Bern,9.9,497,50.2020202020202
1196,3414,,Canton of Bern,15.0,3875,258.3333333333333
1197,3415,,Canton of Bern,12.5,4449,355.92
1198,3416,,Canton of Bern,7.7,608,78.96103896103897
1199,3417,,Canton of Bern,4.103,488,118.93736290519134
1200,3418,,Canton of Bern,9.6,688,71.66666666666667
1201,3419,,Canton of Bern,8.3,474,57.10843373493975
1202,3421,Lyssach,Canton of Bern,8.5,1699,199.88235294117646
1203,3422,,Canton of Bern,10.5,7921,754.3809523809524
1204,3423,,Canton of Bern,8.7,1681,193.2183908045977
1205,3424,Oberösch,Canton of Bern,6.7,329,49.1044776119403
1206,3425,,Canton of Bern,9.1,2410,264.83516483516485
1207,3426,,Canton of Bern,2.05,1140,556.0975609756098
1208,3427,Utzenstorf,Canton of Bern,16.9,4509,266.8047337278107
1209,3428,,Canton of Bern,3.82,1004,262.82722513089004
1210,3429,,Canton of Bern,4.106,471,114.71018022406236
1211,3432,Lützelflüh,Canton of Bern,13.6,3412,250.88235294117646
1212,3433,,Canton of Bern,6.1,502,82.29508196721312
1213,3434,Landiswil,Canton of Bern,11.0,638,58.0
1214,3435,,Canton of Bern,1.256,275,218.94904458598725
1215,3436,,Canton of Bern,13.2,2748,208.1818181818182
1216,3437,,Canton of Bern,5.1,547,107.25490196078432
1217,3438,,Canton of Bern,6.0,548,91.33333333333333
1218,3439,,Canton of Bern,5.5,543,98.72727272727273
1219,3452,,Canton of Bern,7.5,799,106.53333333333333
1220,3453,,Canton of Bern,15.2,855,56.25
1221,3454,,Canton of Bern,15.1,2604,172.45033112582783
1222,3455,Sumiswald,Canton of Bern,1.897,587,309.4359515023722
1223,3456,,Canton of Bern,1.295,122,94.20849420849422
1224,3457,,Canton of Bern,42.9,1770,41.25874125874126
1225,3462,,Canton of Bern,5.4,513,95.0
1226,3463,,Canton of Bern,4.131,346,83.75695957395304
1227,3464,,Canton of Bern,4.998,328,65.62625050020007
1228,3465,,Canton of Bern,10.8,879,81.38888888888889
1229,3472,,Canton of Bern,21.0,1724,82.0952380952381
1230,3473,,Canton of Bern,6.6,606,91.81818181818183
1231,3474,,Canton of Bern,7.4,388,52.43243243243243
1232,3475,Hermiswil,Canton of Bern,4.715,364,77.20042417815483
1233,3476,,Canton of Bern,9.5,385,40.526315789473685
1234,3503,Gysenstein,Canton of Bern,5.8,413,71.20689655172414
1235,3504,,Canton of Bern,10.7,1007,94.11214953271029
1236,3506,Grosshöchstetten,Canton of Bern,4.304,3594,835.0371747211896
1237,3507,,Canton of Bern,4.732,2004,423.49957734573115
1238,3508,Arni Bern,Canton of Bern,9.8,851,86.83673469387755
1239,3510,,Canton of Bern,13.2,5792,438.7878787878788
1240,3512,,Canton of Bern,8.9,1216,136.62921348314606
1241,3513,,Canton of Bern,8.3,589,70.96385542168674
1242,3531,,Canton of Bern,9.2,622,67.60869565217392
1243,3532,,Canton of Bern,7.8,2198,281.7948717948718
1244,3533,,Canton of Bern,14.2,1208,85.07042253521128
1245,3534,,Canton of Bern,15.8,1788,113.16455696202532
1246,3535,,Canton of Bern,6.8,961,141.3235294117647
1247,3536,,Canton of Bern,8.4,544,64.76190476190476
1248,3537,Eggiwil,Canton of Bern,48.7,1851,38.0082135523614
1249,3538,,Canton of Bern,21.1,876,41.51658767772511
1250,3543,,Canton of Bern,6.5,519,79.84615384615384
1251,3550,,Canton of Bern,15.7,7312,465.73248407643314
1252,3551,,Canton of Bern,6.7,334,49.850746268656714
1253,3552,,Canton of Bern,7.8,1264,162.05128205128204
1254,3553,Langnau,Canton of Bern,18.4,484,26.304347826086957
1255,3555,,Canton of Bern,25.8,1707,66.16279069767441
1256,3556,Trub,Canton of Bern,31.7,813,25.646687697160885
1257,3557,,Canton of Bern,20.0,304,15.2
1258,3600,Thun,Canton of Bern,6.5,17606,2708.6153846153848
1259,3601,Thun,Canton of Bern,,,
1260,3602,Thun,Canton of Bern,,,
1261,3603,,Canton of Bern,1.334,2956,2215.8920539730134
1262,3604,Thun,Canton of Bern,3.376,15478,4584.715639810427
1263,3605,Thun,Canton of Bern,,,
1264,3607,Thun,Canton of Bern,,,
1265,3608,,Canton of Bern,4.083,2356,577.0266960568209
1266,3609,Thun,Canton of Bern,,,
1267,3612,Steffisburg,Canton of Bern,10.7,11092,1036.6355140186918
1268,3613,,Canton of Bern,1.883,5367,2850.2389803505043
1269,3614,,Canton of Bern,5.7,836,146.66666666666666
1270,3615,Heimenschwand,Canton of Bern,15.4,1493,96.94805194805194
1271,3616,,Canton of Bern,9.3,693,74.51612903225806
1272,3617,,Canton of Bern,7.7,864,112.20779220779221
1273,3618,,Canton of Bern,20.8,581,27.932692307692307
1274,3619,Eriz,Canton of Bern,35.4,524,14.80225988700565
1275,3622,,Canton of Bern,6.5,501,77.07692307692308
1276,3623,Teuffenthal,Canton of Bern,10.6,386,36.41509433962264
1277,3624,,Canton of Bern,4.47,1456,325.72706935123045
1278,3625,,Canton of Bern,5.5,765,139.0909090909091
1279,3626,,Canton of Bern,2.392,2900,1212.3745819397993
1280,3627,Heimberg Switzerland,Canton of Bern,5.2,6334,1218.076923076923
1281,3628,,Canton of Bern,3.801,2173,571.6916600894501
1282,3629,Jaberg,Canton of Bern,9.4,1947,207.12765957446808
1283,3631,,Canton of Bern,4.611,448,97.15896768596834
1284,3632,,Canton of Bern,9.7,578,59.58762886597938
1285,3633,,Canton of Bern,4.693,801,170.6797357766887
1286,3634,,Canton of Bern,7.6,2514,330.7894736842105
1287,3635,,Canton of Bern,4.421,726,164.21624066953177
1288,3636,Forst Switzerland,Canton of Bern,4.13,762,184.5036319612591
1289,3638,,Canton of Bern,25.4,1497,58.93700787401575
1290,3645,,Canton of Bern,8.4,4354,518.3333333333333
1291,3646,Einigen,Canton of Bern,4.381,1209,275.96439169139467
1292,3647,,Canton of Bern,11.2,1033,92.23214285714286
1293,3652,,Canton of Bern,2.902,1795,618.538938662991
1294,3653,,Canton of Bern,7.1,2382,335.4929577464789
1295,3654,,Canton of Bern,5.1,973,190.78431372549022
1296,3655,Sigriswil,Canton of Bern,6.3,1486,235.87301587301587
1297,3656,,Canton of Bern,4.51,919,203.76940133037695
1298,3657,Sigriswil,Canton of Bern,34.4,609,17.703488372093023
1299,3658,,Canton of Bern,12.9,919,71.24031007751938
1300,3661,Uetendorf,Canton of Bern,10.2,5858,574.3137254901961
1301,3662,,Canton of Bern,3.908,2161,552.9682702149437
1302,3663,,Canton of Bern,4.871,883,181.27694518579347
1303,3664,,Canton of Bern,7.5,1113,148.4
1304,3665,,Canton of Bern,14.6,3165,216.78082191780823
1305,3671,,Canton of Bern,4.959,1105,222.8271828997782
1306,3672,,Canton of Bern,13.0,3211,247.0
1307,3673,,Canton of Bern,13.9,1287,92.58992805755395
1308,3674,Oberdiessbach,Canton of Bern,3.408,375,110.03521126760563
1309,3700,Spiez,Canton of Bern,16.8,9160,545.2380952380952
1310,3702,,Canton of Bern,1.439,673,467.685892981237
1311,3703,Aeschi bei Spiez,Canton of Bern,27.2,2058,75.66176470588235
1312,3704,,Canton of Bern,8.1,1168,144.19753086419755
1313,3705,,Canton of Bern,6.8,1226,180.29411764705884
1314,3706,,Canton of Bern,15.3,1193,77.97385620915033
1315,3707,,Canton of Bern,9.8,413,42.14285714285714
1316,3711,,Canton of Bern,4.735,316,66.73706441393875
1317,3713,,Canton of Bern,15.5,2446,157.80645161290323
1318,3714,Frutigen,Canton of Bern,42.3,6674,157.7777777777778
1319,3715,Adelboden,Canton of Bern,88.3,3384,38.323895809739525
1320,3716,,Canton of Bern,13.2,684,51.81818181818182
1321,3717,Blausee,Canton of Bern,18.9,142,7.5132275132275135
1322,3718,Kandersteg,Canton of Bern,134.5,1298,9.650557620817844
1323,3722,Reichenbach im Kandertal,Canton of Bern,8.5,564,66.3529411764706
1324,3723,Reichenbach im Kandertal,Canton of Bern,87.9,276,3.139931740614334
1325,3724,,Canton of Bern,14.1,232,16.45390070921986
1326,3725,,Canton of Bern,28.2,428,15.177304964539008
1327,3752,,Canton of Bern,22.5,2644,117.5111111111111
1328,3753,,Canton of Bern,9.9,825,83.33333333333333
1329,3754,,Canton of Bern,6.4,493,77.03125
1330,3755,Diemtigen,Canton of Bern,25.5,506,19.84313725490196
1331,3756,,Canton of Bern,34.0,219,6.4411764705882355
1332,3757,,Canton of Bern,54.4,237,4.356617647058823
1333,3758,,Canton of Bern,6.4,573,89.53125
1334,3762,,Canton of Bern,30.2,1162,38.47682119205298
1335,3763,,Canton of Bern,12.7,471,37.08661417322835
1336,3764,Därstetten,Canton of Bern,20.7,441,21.304347826086957
1337,3765,,Canton of Bern,45.6,764,16.75438596491228
1338,3766,Boltigen,Canton of Bern,77.1,1267,16.433203631647213
1339,3770,Zweisimmen,Canton of Bern,44.9,2523,56.191536748329625
1340,3771,,Canton of Bern,12.0,362,30.166666666666668
1341,3772,St. Stephan Switzerland,Canton of Bern,28.2,823,29.18439716312057
1342,3773,,Canton of Bern,30.5,500,16.39344262295082
1343,3775,Lenk im Simmental,Canton of Bern,124.8,2272,18.205128205128204
1344,3776,,Canton of Bern,16.2,200,12.345679012345679
1345,3777,Saanenmöser Pass,Canton of Bern,12.4,335,27.016129032258064
1346,3778,,Canton of Bern,18.6,1029,55.32258064516129
1347,3780,Gstaad,Canton of Bern,17.4,2958,170.0
